personId,firstName,lastName,gamesPlayed,points,assists,reboundsTotal,blocks,steals,turnovers,fieldGoalsAttempted,fieldGoalsMade,threePointersAttempted,threePointersMade,freeThrowsAttempted,freeThrowsMade,guard,forward,center,trueShootingAttempts,ts,fantasyPoints
1008,Johnny,Dawkins,282,8.886524822695035,4.971631205673759,2.1808510638297873,0.05319148936170213,1.0177304964539007,1.8049645390070923,7.8936170212765955,3.475177304964539,1.301418439716312,0.4432624113475177,1.75177304964539,1.4929078014184398,1,0,0,8.664397163120567,0.5128184139872962,20.28900709219858
412,Sharone,Wright,203,9.724137931034482,0.5812807881773399,5.039408866995074,1.0,0.4039408866995074,1.748768472906404,8.399014778325123,3.8275862068965516,0.059113300492610835,0.0049261083743842365,3.3399014778325125,2.064039408866995,0,0,1,9.868571428571428,0.492682147634926,20.273399014778324
333,Kevin,Gamble,523,10.717017208413003,2.1892925430210326,2.48565965583174,0.3154875717017208,0.8145315487571702,0.9961759082217974,8.921606118546846,4.493307839388145,1.1548757170172084,0.42638623326959846,1.5831739961759081,1.3040152963671128,0,1,0,9.618202676864245,0.5571216145294932,20.25717017208413
966,Jerome,Williams,231,6.4935064935064934,0.6320346320346321,6.779220779220779,0.16883116883116883,0.9567099567099567,0.948051948051948,4.5064935064935066,2.3852813852813854,0.017316017316017316,0.0,2.7012987012987013,1.722943722943723,0,1,1,5.695064935064935,0.5700994253397792,20.216450216450216
78437,Darrell,Walker,182,5.604395604395604,3.9395604395604398,4.362637362637362,0.29120879120879123,0.9560439560439561,1.4175824175824177,5.56043956043956,2.3351648351648353,0.10989010989010989,0.0,1.565934065934066,0.9340659340659341,1,0,0,6.2494505494505495,0.4483910673465799,20.21153846153846
786,Gerald,Wilkins,495,10.973737373737373,2.529292929292929,2.5434343434343436,0.23434343434343435,0.9111111111111111,1.496969696969697,9.993939393939394,4.361616161616162,1.61010101010101,0.5171717171717172,2.2404040404040404,1.7333333333333334,1,0,0,10.979717171717171,0.4997276888882347,20.170707070707067
219,Vinny,Del Negro,547,10.007312614259599,3.473491773308958,2.4844606946983547,0.06946983546617916,0.7696526508226691,1.093235831809872,8.495429616087751,4.058500914076783,1.1188299817184644,0.41316270566727603,1.7824497257769654,1.477148080438757,1,0,0,9.279707495429616,0.5392040977147361,20.114259597806218
76016,Mark,Aguirre,243,11.814814814814815,1.9465020576131686,3.6131687242798356,0.18930041152263374,0.5596707818930041,1.5267489711934157,10.148148148148149,4.563786008230453,1.337448559670782,0.43621399176954734,3.078189300411523,2.251028806584362,0,1,0,11.502551440329219,0.5135736569449612,20.096707818930046
2,Byron,Scott,528,11.446969696969697,1.9375,2.3882575757575757,0.23106060606060605,0.9223484848484849,1.2291666666666667,9.282196969696969,4.1893939393939394,2.2670454545454546,0.7992424242424242,2.725378787878788,2.268939393939394,1,0,0,10.481363636363636,0.5460629978171936,20.090909090909093
927,John,Salley,433,7.011547344110855,1.4018475750577368,4.351039260969977,1.1454965357967668,0.6073903002309469,1.2863741339491916,5.10392609699769,2.4826789838337184,0.016166281755196306,0.004618937644341801,2.7829099307159355,2.0415704387990763,0,1,1,6.3284064665127016,0.5539741624698927,20.079676674364897
907,Malik,Sealy,493,10.050709939148073,1.6551724137931034,3.2150101419878294,0.3184584178498986,1.050709939148073,1.381338742393509,8.874239350912779,3.7829614604462476,1.0973630831643002,0.3204868154158215,2.6754563894523327,2.1643002028397564,1,1,0,10.051440162271806,0.49996367569661937,20.069979716024335
